Image,ID,Length,Name,Description,,
,CID_932_Athena_Commando_M_ShockWave,35,Powerhouse,Elite Vindertech Electro-trooper.,,
,CID_933_Athena_Commando_F_FuturePink,36,Trinity Trooper,"Never stand still, give as hard as you get.",,
,CID_934_Athena_Commando_M_Vertigo,33,Venom,They're a complicated relationship.,,
,CID_935_Athena_Commando_F_Eternity,34,Galaxia,Empress of the Cosmos.,,
,CID_936_Athena_Commando_F_RaiderSilver,38,Diamond Diva,Synthetic diamonds need not apply.,,
,CID_937_Athena_Commando_M_Football20_UIC2Q,42,Pass Rush Ranger,"Hands, don't fail me now.",,
,CID_938_Athena_Commando_M_Football20_B_I18W6,44,Scrimmage Scrapper,Can't tackle what you can't catch.,,
,CID_939_Athena_Commando_M_Football20_C_9OP0F,44,Blitz Brigade,No barriers.,,
,CID_940_Athena_Commando_M_Football20_D_ZID7Q,44,Red Zone Renegade,Push past your limits.,,
,CID_941_Athena_Commando_M_Football20_E_KNWUY,44,TD Titan,Show 'em who's MVP.,,
,CID_942_Athena_Commando_F_Football20_YQUPK,42,Formation Fighter,Master of the gridiron.,,
,CID_943_Athena_Commando_F_Football20_B_GR3WN,44,Punt Paragon,Put it through the uprights.,,
,CID_944_Athena_Commando_F_Football20_C_FO6IY,44,Crossbar Crusher,You think this is just a game?,,
,CID_945_Athena_Commando_F_Football20_D_G1UYT,44,Snap Squad,Just try her.,,
,CID_946_Athena_Commando_F_Football20_E_EFKP3,44,Trench Runner,Defensive line doesn't stand a chance.,,
,CID_947_Athena_Commando_M_Football20Referee_IN7EY,49,Fair Play,Cheaters need not apply.,,
,CID_948_Athena_Commando_M_Football20Referee_B_QPXTH,51,Sideline Commander,Keep 'em on the straight and narrow.,,
,CID_949_Athena_Commando_M_Football20Referee_C_SMMEY,51,Offside Officer,Spotting fouls from a mile away.,,
,CID_950_Athena_Commando_M_Football20Referee_D_MIHME,51,Time-Out,Defender of decency.,,
,CID_951_Athena_Commando_M_Football20Referee_E_QBIBA,51,Elite Linesman,Let's all have a good time out there.,,
,CID_952_Athena_Commando_F_Football20Referee_ZX4IC,49,Huddle Hero,Nothing escapes her eye.,,
,CID_953_Athena_Commando_F_Football20Referee_B_5SV7Q,51,End Zone Expert,Champion of her domain.,,
,CID_954_Athena_Commando_F_Football20Referee_C_NAQ0G,51,Spiral Specialist,Knows a good play when she sees one.,,
,CID_955_Athena_Commando_F_Football20Referee_D_OFZIL,51,Offense Overseer,Nothing gets by her.,,
,CID_956_Athena_Commando_F_Football20Referee_E_DQTP6,51,Replay Ranger,Let's go to the tape.,,
,CID_957_Athena_Commando_F_Ponytail,34,Heart-Stopper,Assassin trained to leave nothing but broken hearts in her wake.,,
,CID_958_Athena_Commando_M_PieMan,32,Mincemeat,Made with love. And meat.,,
,CID_959_Athena_Commando_M_Corny,31,Cobb,Shake off that husk and grab some butter.,,
,CID_960_Athena_Commando_M_Cosmos,32,Mandalorian,Bounty hunter from the outer reaches of the galaxy.,,
,CID_961_Athena_Commando_F_Shapeshifter,38,Mave,Wildheart defender of the Tempest Jungle.,,
,CID_962_Athena_Commando_M_FlapjackWrangler,42,Mancake,Forged on a griddle of rage.,,
,CID_963_Athena_Commando_F_Lexa,30,Lexa,Don't let the smile fool you.,,
,CID_964_Athena_Commando_M_Historian_869BC,41,Kratos,I am what the gods made me.,,
,CID_965_Athena_Commando_F_SpaceFighter,38,Reese,Always on the lookout for new additions for her trophy wall.,,
,CID_966_Athena_Commando_M_FutureSamurai,39,Kondor,Deadly gift to an ancient ruler.,,
,CID_967_Athena_Commando_M_AncientGladiator,42,Menace,The arena's greatest champion.,,
,CID_968_Athena_Commando_M_TeriyakiFishElf,41,Fa-La-La-La-Fishstick,Koi to the world.,,
,CID_969_Athena_Commando_M_SnowmanFashion,40,Snowmando,"He's holly, he's jolly, and he's ready to rumble.",,
,CID_970_Athena_Commando_F_RenegadeRaiderHoliday,47,Gingerbread Raider,Let the festivities begin.,,
,CID_971_Athena_Commando_M_Jupiter_S0Z6M,39,Master Chief,Master Chief Petty Officer John-117.,,
,CID_972_Athena_Commando_F_ArcticCamoWoods,41,Frost Squad,Ice cold tactics. Ice cold fashion.,,
,CID_973_Athena_Commando_F_Mechstructor,38,Machinist Mina,Building the future today.,,
,CID_974_Athena_Commando_F_StreetFashionHoliday,46,Holly Striker,Just here for the festivities.,,
,CID_975_Athena_Commando_F_Cherry_B8XN5,38,Captain Marvel,"Higher, further, faster.",,
,CID_976_Athena_Commando_F_Wombat_0GRTQ,38,Michonne,Facing evil brings good people together.,,
,CID_977_Athena_Commando_M_Wombat_R7Q8K,38,Daryl Dixon,"We don't fight for revenge, we fight for our future.",,
,CID_978_Athena_Commando_M_FancyCandy,36,Mr. Dappermint,Richest candy mogul this side of the North Pole.,,
,CID_979_Athena_Commando_M_Snowboarder,37,Karve,It's all downhill from here.,,
,CID_980_Athena_Commando_F_Elf,29,Snowbell,Ring in the season by wrapping up a win. ,,
,CID_981_Athena_Commando_M_JonesyHoliday,39,Cozy Jonesy,"Toasty, cozy, and out for cocoa. ",,
,CID_982_Athena_Commando_M_DriftWinter,37,Snow Drift,"Journey into the icy unknown, and drift like the snow.",,
,CID_983_Athena_Commando_F_CupidWinter,37,Snowheart,Hard as stone. Cold as ice.,,
,CID_984_Athena_Commando_M_HolidayLights,39,Blinky,You could even say he glows.,,
,CID_985_Athena_Commando_M_TipToe_5L424,38,Green Arrow,Former castaway Oliver Queen protects Star City as the expert archer Green Arrow.,,
,CID_986_Athena_Commando_M_PlumRetro_4AJA2,41,Black Panther,The rightful king of Wakanda.,,
,CID_987_Athena_Commando_M_Frostbyte,35,Frost Broker,Welcome to the deep freeze.,,
,CID_988_Athena_Commando_M_Tiramisu_5KHZP,40,Taskmaster,He knows your every move.,,
,CID_989_Athena_Commando_M_ProgressiveJonesy,43,Agent Jones,"Look sharp, we're saving reality.",,
,CID_989_Athena_Commando_M_ProgressiveJonesy_Event,49,Agent Jones,Look sharp we're saving reality.,,
,CID_990_Athena_Commando_M_GrilledCheese_SNX4K,45,TheGrefg,And you thought he'd never get here.,,
,CID_991_Athena_Commando_M_Nightmare_NM1C8,41,Predator,The demon who makes trophies of men.,,
,CID_992_Athena_Commando_F_Typhoon_LPFU6,39,Sarah Connor,"She was just a girl from LA, but destiny had big plans for her.",,
,CID_993_Athena_Commando_M_TyphoonRobot_2YRGV,44,T-800,Pitiless. Remorseless. It will not stop. Ever.,,
,CID_994_Athena_Commando_M_Lexa,30,Orin,On the hunt for his long lost twin.,,
,CID_995_Athena_Commando_M_GlobalFB_H5OIJ,40,Midfield Master,Take charge.,,
,CID_996_Athena_Commando_M_GlobalFB_B_RVED4,42,Sgt. Sweeper,Make the move.,,
,CID_997_Athena_Commando_M_GlobalFB_C_N6I4H,42,Galactico,The world will know your name.,,
,CID_998_Athena_Commando_M_GlobalFB_D_UTIB8,42,Power Poacher,It's yours. Take it.,,
,CID_999_Athena_Commando_M_GlobalFB_E_OISU6,42,Breakaway,Always be aggressive.,,
,CID_A_001_Athena_Commando_F_GlobalFB_HDL2W,42,Striker Specialist,Bring it home.,,
,CID_A_002_Athena_Commando_F_GlobalFB_B_0CH64,44,Shot Stopper,Nothing gets by you.,,
,CID_A_003_Athena_Commando_F_GlobalFB_C_J4H5J,44,Derby Dominator,Leave your rivals in the dust.,,
,CID_A_004_Athena_Commando_F_GlobalFB_D_62OZ5,44,Tiki Tackler,Teamwork works.,,
,CID_A_005_Athena_Commando_F_GlobalFB_E_GTH5I,44,Pitch Patroller,"When you're the best, it shows.",,
,CID_A_006_Athena_Commando_M_ConvoyTarantula_641PZ,49,Snake Eyes,Real name? Classified. Ninja master? Verified.,,
,CID_A_007_Athena_Commando_F_StreetFashionEclipse,48,Ruby Shadows,Sometimes you gotta go dark.,,
,CID_A_008_Athena_Commando_F_CombatDoll,38,Tess,Your best friend or your worst enemy.,,
,CID_A_009_Athena_Commando_F_FoxWarrior_21B9R,44,Vi,Always the hunter. Never the hunted.,,
,CID_A_010_Athena_Commando_M_Tar_46FMC,37,The Flash,Barry Allen: the Fastest Man Alive.,,
,CID_A_011_Athena_Commando_M_StreetCuddles,41,Cuddle King,Love rules all.,,
,CID_A_012_Athena_Commando_M_Mainframe_V7Q8R,43,Cypher,No System too encrypted.,,
,CID_A_013_Athena_Commando_M_Mainframe_B_70Z5M,45,Firewall,No virus sneaky enough.,,
,CID_A_014_Athena_Commando_M_Mainframe_C_YVDOL,45,Proxy,He's a stealth operator.,,
,CID_A_015_Athena_Commando_M_Mainframe_D_S625D,45,Datapath,Whole lotta power under the hood.,,
,CID_A_016_Athena_Commando_M_Mainframe_E_KPZJL,45,Packet,"The data you want, right on time.",,
,CID_A_017_Athena_Commando_F_Mainframe_CYL17,43,Bitstream,She fights for the Users.,,
,CID_A_018_Athena_Commando_F_Mainframe_B_T6GY4,45,Commandline,Born to explore the 'net.,,
,CID_A_019_Athena_Commando_F_Mainframe_C_U5RI4,45,Upload,"Perfect delivery, every time.",,
,CID_A_020_Athena_Commando_F_Mainframe_D_ZHVEM,45,Io,Lightning-fast APM.,,
,CID_A_021_Athena_Commando_F_Mainframe_E_L34E4,45,Bandwidth,Firewalls? What firewalls?,,
,CID_A_022_Athena_Commando_F_Crush,33,Lovely,"If they don't fall for you, give 'em a push. ",,
,CID_A_023_Athena_Commando_M_Skirmish_W1N7H,42,Ryu,Determined to travel the world and test his skills until he becomes the best.,,
,CID_A_024_Athena_Commando_F_Skirmish_QW2BQ,42,Chun-Li,Interpol officer with a strong sense of justice and even stronger roundhouse kick.,,
,CID_A_025_Athena_Commando_M_Kepler_UEN6V,40,Xenomorph,"If you see it coming, it's already too late.",,
,CID_A_026_Athena_Commando_F_Kepler_2G59M,40,Ellen Ripley,Last survivor of the Nostromo.,,
,CID_A_027_Athena_Commando_F_CasualBomberLight,45,Britestorm Bomber,Breezy as a summer's day.,,
,CID_A_028_Athena_Commando_F_AncientGladiator,44,Sica,The arena's next champion.,,
,CID_A_029_Athena_Commando_M_LlamaHeroWinter_C83TZ,49,Llambro,He's one ice cold llamacorn.,,
,CID_A_031_Athena_Commando_M_Builder,35,Lazarbeam,He's true blue.,,
,CID_A_032_Athena_Commando_M_SpaceWarrior,40,Cyprus Nell,The closest thing to a father Reese ever had.,,
,CID_A_033_Athena_Commando_M_SmallFry_Z73EK,42,Ant-Man,"Size-shifting, insect-commanding Super Hero.",,
,CID_A_034_Athena_Commando_F_CatBurglar,38,Marigold,Break the curse of the Golden Touch.,,
,CID_A_035_Athena_Commando_M_LionSoldier,39,Centurion,Hazard Platoon's extraction expert and munitions master.,,
,CID_A_036_Athena_Commando_F_Obsidian,36,Rebirth Raven,Daughter of a demon and founding member of the Teen Titans.,,
,CID_A_037_Athena_Commando_F_DinoHunter,38,Tarana,She sees visions of a long-gone world.,,
,CID_A_038_Athena_Commando_F_TowerSentinel,41,Spire Assassin,Guardian of a world beyond reality.,,
,CID_A_039_Athena_Commando_M_ChickenWarrior,42,Cluck,"Cheep cheep cheep, cheep cheep b'kaw.",,
,CID_A_040_Athena_Commando_F_Temple,34,Lara Croft,"The extraordinary is in what we do, not who we are.",,
,CID_A_041_Athena_Commando_M_CubeNinja,37,Raz,On a mission to uncover the Spire's secrets.,,
,CID_A_042_Athena_Commando_F_Scholar,35,Isabelle,"Voted ""Most Likely To Succeed... Or Burn the Place Down.""",,
,CID_A_043_Athena_Commando_M_DarkMinion,38,Grave Feather,Don't worry... it's only a nightmare.,,
,CID_A_044_Athena_Commando_F_NeonCatFashion_64JW3,48,Alli,Who're you calling a stray?,,
,CID_A_045_Athena_Commando_M_BananaLeader,40,Potassius Peels,"Et tu, Fruitus?",,
,CID_A_046_Athena_Commando_F_AssembleR,37,Robo-Ray,Robot chassis for extended field operations.,,
,CID_A_047_Athena_Commando_F_Windwalker,38,Windwalker Echo,May the winds lead you home.,,
,CID_A_048_Athena_Commando_F_SailorSquadLeader,45,Chigusa,Journalist turned vigilante sworn to liberate the world from R.E.M.Corp's virtual prison.,,
,CID_A_049_Athena_Commando_F_SailorSquadRebel,44,Megumi,Ex-security guard so inspired by the Wakers that she turned on her bosses to join the cause.,,
,CID_A_050_Athena_Commando_F_SailorSquadRose,43,Yuki,"Though she seems sweet and shy, this expert hacker is the Wakers' muscle inside the virtual world.",,
,CID_A_051_Athena_Commando_M_HipHare,35,Dutch,"Floppy, hoppy, and unstoppy-ble.",,
,CID_A_052_Athena_Commando_F_BunnyFashion,40,Whiska,No bunny business allowed.,,
,CID_A_053_Athena_Commando_F_BunnyFashion_B,42,Babbit,That's one mod hare.,,
,CID_A_054_Athena_Commando_F_BunnyFashion_C,42,Hopscotch,Victory is just a hop away.,,
,CID_A_055_Athena_Commando_F_BunnyFashion_D,42,CeeCee,She's one tough bunny.,,
,CID_A_056_Athena_Commando_F_BunnyFashion_E,42,Bunya,Never cross a bunny.,,
,CID_A_057_Athena_Commando_F_TheGoldenSkeleton,45,Orelia,"Golden treasure, a sacred duty.",,
,CID_A_058_Athena_Commando_F_WickedDuck,38,Megg,Duck... duck... doom!,,
,CID_A_059_Athena_Commando_M_WickedDuck,38,Webster,Surrender your breadcrumbs.,,
,CID_A_060_Athena_Commando_M_Daytrader_8MRO2,43,Diamond Hanz,Buy! Hodl! Win!,,
,CID_A_061_Athena_Commando_M_PaddedArmorOrder,44,Order Remnant,"Without allies, but not without purpose.",,
,CID_A_062_Athena_Commando_F_Alchemy_XD6GP,41,Aloy,Outcast. Seeker. Champion.,,
,CID_A_063_Athena_Commando_F_CottonCandy,39,Rebirth Harley Quinn,"She's callin' the shots now, puddin'.",,
,CID_A_064_Athena_Commando_F_SurvivalSpecialistAutumn,52,Aspen,Storm the beeches.,,
,CID_A_068_Athena_Commando_M_TerrainMan,38,Eco,He's got it all mapped out.,,
,CID_A_069_Athena_Commando_M_Accumulate,38,Grimey,Respect the drip... or else. Reactive: New soul added with each elimination.,,
,CID_A_070_Athena_Commando_M_Cavern_3I6I1,40,Batman Zero,The man behind the myth.,,
,CID_A_071_Athena_Commando_M_Cranium,35,Deimos,Travelers beware on the road to the next world.,,
,CID_A_072_Athena_Commando_M_BuffCatComic_XG5XC,46,Toon Meowscles,Toon'd up for maximum cattitude. ,,
,CID_A_073_Athena_Commando_F_TacoKnight,38,Pico de Gallant,Seeker of the Guacamole Grail.,,
,CID_A_074_Athena_Commando_M_TomatoKnight,40,Zzaria The Cruel,A heart blacker than olives and a spirit saltier than sardines.,,
,CID_A_075_Athena_Commando_M_DurrburgerKnight,44,Surrr Burger,The Spatulady of the Lake's favored knight.,,
,CID_A_076_Athena_Commando_F_DinoCollector,41,Gia,"As far as she's concerned, she's the rightful leader of the Clan.",,
,CID_A_077_Athena_Commando_F_ArmoredEngineer,43,Scrapknight Jules,A good build is worth the effort. ,,
,CID_A_078_Athena_Commando_M_Bicycle,35,Neymar Jr,Boldness is my nickname.,,
,CID_A_079_Athena_Commando_M_RaptorKnight,40,Raptorian The Brave,Long may his banner fly.,,
,CID_A_080_Athena_Commando_M_Hardwood_I15AL,42,Fast Break,Grab it and go.,,
,CID_A_081_Athena_Commando_M_Hardwood_B_JRP29,44,Half-Court Hero,Nothing but net.,,
,CID_A_082_Athena_Commando_M_Hardwood_C_YS5XC,44,Buzzer Beater,Live for overtime.,,
,CID_A_083_Athena_Commando_M_Hardwood_D_7S0PN,44,Triple-Double,Double down and go for the win.,,
,CID_A_084_Athena_Commando_M_Hardwood_E_II9YS,44,Fadeaway,No guts no glory.,,
,CID_A_085_Athena_Commando_F_Hardwood_K7ZZ1,42,Rain Maker,Take it to the hoop.,,
,CID_A_086_Athena_Commando_F_Hardwood_B_B7ZQA,44,Dynamo Dribbler,Hold down the court.,,
,CID_A_087_Athena_Commando_F_Hardwood_C_AOU16,44,Crossover Champion,Defenders don't stand a chance.,,
,CID_A_088_Athena_Commando_F_Hardwood_D_WPHX2,44,Rebound Raider,It's all in the reflexes.,,
,CID_A_089_Athena_Commando_F_Hardwood_E_4TDWH,44,Splash Specialist,Take the shot.,,
,CID_A_090_Athena_Commando_M_Caveman,35,D'ugh,D'ugh good. D'ugh strong. Everybody love D'ugh. ,,
,CID_A_091_Athena_Commando_F_DarkElf,35,Etheria,Twin-souled Elven warrior from beyond the Fallen Oasis. ,,
,CID_A_092_Athena_Commando_M_Broccoli_PR297,42,Beast Boy,"If you ask him, he's ""the cute one"".",,
,CID_A_093_Athena_Commando_F_StoneViper,38,Lyra,Sophomore enchantress at Gorgon U. ,,
,CID_A_094_Athena_Commando_F_Cavern_33LMC,40,Catwoman Zero,The cat came back.,,
,CID_A_095_Athena_Commando_M_DoubleAgentGrey,43,Marius,"Move fast, think faster.",,
,CID_A_096_Athena_Commando_F_TaxiUpgradedMulticolor,50,Rainbow Racer,"Pedal to the metal, colors to the max.",,
,CID_A_097_Athena_Commando_F_WastelandWarrior,44,Chiara,Guardian of the undiscovered wilds.,,
,CID_A_098_Athena_Commando_F_SpartanFuture,41,Spartan Assassin,One by one her enemies fall...,,
,CID_A_099_Athena_Commando_F_Shrapnel,36,Dizzie,Ain't nobody pushing her around.,,
,CID_A_100_Athena_Commando_M_Downpour_KC39P,42,Kelsier,The Survivor of Hathsin.,,
,CID_A_101_Athena_Commando_M_TacticalWoodlandBlue,48,Fixer,When it needs to be perfect. ,,
,CID_A_102_Athena_Commando_M_AssembleL,37,Lok-Bot,A robot finding his way in the world.,,
,CID_A_103_Athena_Commando_M_Grim_VM52M,38,Deathstroke Zero,I am Deathstroke. The terminator.,,
,CID_A_104_Athena_Commando_M_TowerSentinel,41,Spire Immortal,The Spire's final nightmare.,,
,CID_A_105_Athena_Commando_F_SpaceCuddles_5TEVA,46,Mecha Cuddle Master,Snuggle through space and time.,,
,CID_A_106_Athena_Commando_F_FuturePinkGoal,42,The Champion,Some things must be earned. ,,
,CID_A_107_Athena_Commando_M_Lasso_JHZA3,39,Harry Kane,"Keep believing, keep working hard.",,
,CID_A_108_Athena_Commando_M_LassoPolo_8GAM0,43,Marco Reus,There are no limits.,,
,CID_A_109_Athena_Commando_M_Emperor,35,Clark Kent,Mild-mannered reporter.,,
,CID_A_110_Athena_Commando_M_AlienTrooper,40,Kymera,He may or may not come in peace.,,
,CID_A_111_Athena_Commando_M_Faux,32,Joey,The perfect intergalactic double agent.,,
,CID_A_112_Athena_Commando_M_Ruckus,34,Rick Sanchez,The Rickest Rick of them all.,,
,CID_A_113_Athena_Commando_F_Innovator,37,Doctor Slone,//REDACTED//,,
,CID_A_114_Athena_Commando_F_Believer,36,Sunny,Get me off of this rock.,,
,CID_A_115_Athena_Commando_M_Antique,35,Guggimon,Fashion horror artist.,,
,CID_A_116_Athena_Commando_M_Invader,35,Zyg,Faithful friend. Ferocious battledroid.,,
,CID_A_117_Athena_Commando_F_Rockstar,36,Celeste,Serving cosmic justice on the battlefield.,,
,CID_A_118_Athena_Commando_M_JonesyCattle,40,Guernsey,Manure-vure your way to a moo-ving victory.,,
,CID_A_119_Athena_Commando_M_Golf,32,Bogey Basher,Always swings. Never misses.,,
,CID_A_120_Athena_Commando_M_Golf_B,34,Swing Sargeant,Helping you hit a new personal best.,,
,CID_A_121_Athena_Commando_M_Golf_C,34,Eagle Enforcer,"Don't worry, he's only broken a dozen windows or so.",,
,CID_A_122_Athena_Commando_M_Golf_D,34,Putt Pursuer,Guaranteed to get the little ball in the cup. ,,
,CID_A_123_Athena_Commando_M_Golf_E,34,Cart Champion,King of the green.,,
,CID_A_124_Athena_Commando_M_CavernArmored,41,Armored Batman Zero,"When things get tough, get tougher.",,
,CID_A_125_Athena_Commando_M_Firecracker,39,Nitrojerry,Hot-tempered with an explosive personality.,,
,CID_A_126_Athena_Commando_M_Linguini_PX0QU,42,Loki Laufeyson,Your savior is here.,,
,CID_A_127_Athena_Commando_F_MechanicalEngineerSummer,52,Beach Jules,Get some R&R to go with your R&D.,,
,CID_A_128_Athena_Commando_M_Menace,34,Thanos,I am inevitable.,,
,CID_A_129_Athena_Commando_M_CatBurglarSummer,44,Midsummer Midas,Something's out there beyond the glittering sands...,,
,CID_A_130_Athena_Commando_M_HenchmanSummer,42,Beach Brutus,Show off that beach bodyguard.,,
,CID_A_131_Athena_Commando_F_JurassicArchaeologySummer,53,Scuba Crystal,Dig up some summer fun.,,
,CID_A_132_Athena_Commando_M_ScavengerFire,41,Roast Lord,King of the burning scrap heap.,,
,CID_A_133_Athena_Commando_M_DarkVikingFire,42,Molten Ragnarok,The burning harbinger of fate.,,
,CID_A_134_Athena_Commando_F_BandageNinjaFire,44,Incinerator Kuno,Master the art of the slow burn. ,,
,CID_A_135_Athena_Commando_F_StreetFashionSummer,47,Boardwalk Ruby,Sometimes you've gotta check out the beach. ,,
,CID_A_136_Athena_Commando_M_Majesty_YR1GJ,41,LeBron James,The King.,,
,CID_A_137_Athena_Commando_M_MajestyBlue_3RVJS,45,Tune Squad LeBron,A new legacy begins.,,
,CID_A_138_Athena_Commando_F_Foray_YQPB0,39,Modena Icon,Embrace your racing soul.,,
,CID_A_139_Athena_Commando_M_Foray_SD8AA,39,Maranello Racer,Discover the driving lifestyle.,,
,CID_A_140_Athena_Commando_M_BlueCheese,38,Bugha,Fortnite World Cup Champion in 2019.,,
,CID_A_141_Athena_Commando_M_Dojo,32,Gildedguy,Brightening everyone's day... with gold.,,
,CID_A_142_Athena_Commando_M_Pliant,34,Wrap Recon,It's all in the details.,,
,CID_A_143_Athena_Commando_M_Pliant_B,36,Quickchange,Ready for all fashion emergencies.,,
,CID_A_144_Athena_Commando_M_Pliant_C,36,Wrap Trapper,Artfully tousled and ready for battle.,,
,CID_A_145_Athena_Commando_M_Pliant_D,36,Lt. Look,Know your angles and work 'em.,,
,CID_A_146_Athena_Commando_M_Pliant_E,36,Chic Commodore,"Polished, paired, and layered. ",,
,CID_A_147_Athena_Commando_F_Pliant,34,Mod Marauder,"Athleisure, elevated. ",,
,CID_A_148_Athena_Commando_F_Pliant_B,36,Vogue Visionary,Making future-forward fashion work.,,
,CID_A_149_Athena_Commando_F_Pliant_C,36,The Stylist,Serving immaculate looks.,,
,CID_A_150_Athena_Commando_F_Pliant_D,36,Customized Captain,"Sporty, stylish, and chic. ",,
,CID_A_151_Athena_Commando_F_Pliant_E,36,Wrap Major,Flexing the perfect fit. ,,
,CID_A_152_Athena_Commando_F_Musician,36,Pepper Thorne,"Ask her about her latest self-produced EP, Salty Slurpwaters.",,
,CID_A_153_Athena_Commando_F_BuffCatFan_TS2DR,44,Summer Skye,"Combat master, cat protector, and lover of all things kawaii.",,
,CID_A_154_Athena_Commando_F_TreasureHunterFashionMint,53,Fresh Aura,Get the goods in mint condition.,,
,CID_A_155_Athena_Commando_F_BrightBomberMint,44,Minty Bomber,The future looks fresh...,,
,CID_A_156_Athena_Commando_M_GoldenSkeletonMint,46,Skellemint Oro,"Minty mayhem, a refreshing obsession.",,
,CID_A_157_Athena_Commando_F_Stereo_3A08Z,40,Gamora,The deadliest woman in the galaxy.,,
,CID_A_158_Athena_Commando_F_Buffet_YC20H,40,Ariana Grande,Her presence? Sweet. Her aura? Bright.,,
,CID_A_159_Athena_Commando_M_Cashier_7K3F0,41,Dude,Nice guys don't always finish last.,,
,CID_A_160_Athena_Commando_M_SeesawSlipper,41,Bloodsport,Assassin and expert marksman.,,
,CID_A_161_Athena_Commando_M_Quarrel_SLXQG,41,Guile,No need for talk. Let's do this!,,
,CID_A_162_Athena_Commando_F_Quarrel_E5D63,41,Cammy,For those who I wish to protect...I will fight you!,,
,CID_A_163_Athena_Commando_M_Stands,34,Hi-Hat,Crank up the bass.,,
,CID_A_164_Athena_Commando_M_Stands_B,36,Syncopator,Keep perfect 4/4 time. Everytime.,,
,CID_A_165_Athena_Commando_M_Stands_C,36,Reverb,Climb to the top of the charts.,,
,CID_A_166_Athena_Commando_M_Stands_D,36,Attenuator,Hear all the little details.,,
,CID_A_167_Athena_Commando_M_Stands_E,36,Synth Striker,Expand your range.,,
,CID_A_168_Athena_Commando_F_Stands,34,Melody Maverick,"Stay in key, no matter what.",,
,CID_A_169_Athena_Commando_F_Stands_B,36,Band Pass,Pitch perfect on the battlefield.,,
,CID_A_170_Athena_Commando_F_Stands_C,36,Amplitude,Ride the waveforms.,,
,CID_A_171_Athena_Commando_F_Stands_D,36,Harmonizer,Put on a showstopping performance.,,
,CID_A_172_Athena_Commando_F_Stands_E,36,Pop Prodigy,The songstress of the summer.,,
,CID_A_173_Athena_Commando_F_PartyTrooperBuffet_55Z8G,52,Sparkle Skull,Make those bones shine bright.,,
,CID_A_174_Athena_Commando_F_CelestialGlow,41,Galaxy Grappler,Victory from the edge of the galaxy.,,
,CID_A_175_Athena_Commando_M_AlienSummer,39,Human Bill,He's just here to observe.,,
,CID_A_176_Athena_Commando_F_TieDyeFashion,41,Wavy Warrior,Relaxed fit for a relaxed fight.,,
,CID_A_177_Athena_Commando_F_TieDyeFashion_B,43,Dyed Breeze,"Look cozy, get crazy.",,
,CID_A_178_Athena_Commando_F_TieDyeFashion_C,43,Swirl Girl,"Dress code is ""Victory Casuale.""",,
,CID_A_179_Athena_Commando_F_TieDyeFashion_D,43,Color Crush,Battle-ready meets mall-ready.,,
,CID_A_180_Athena_Commando_F_TieDyeFashion_E,43,Sunburst Dawn,Combat never cramps her breezy style.,,
,CID_A_181_Athena_Commando_M_RuckusMini_A6VG6,44,Mecha Morty,Don't leave home without your Morty.,,
,CID_A_182_Athena_Commando_M_Vivid_LZGQ3,39,J Balvin,Reggaetón Global Ambassador.,,
,CID_A_183_Athena_Commando_M_AntiquePal_S7A9W,44,Janky,Indestructible stuntman and self-proclaimed streetwear icon.,,
,CID_A_184_Athena_Commando_M_NinjaWolf_F09O3,43,The Burning Wolf,The legend is nightmarish. The reality is worse.,,
,CID_A_185_Athena_Commando_M_Polygon,35,Vox Hunter,The Fox Clan's dauntless tracker. ,,
,CID_A_186_Athena_Commando_M_Lars,32,Lars,Storm scientist and founding member of Steel Wool.,,
,CID_A_187_Athena_Commando_F_Monarch,35,Wonder Woman,Amazonian warrior and daughter of Zeus.,,
,CID_A_188_Athena_Commando_M_ColorBlock,38,Cade,He's got the high score in the arcade... and our hearts.,,
,CID_A_189_Athena_Commando_M_Lavish_HUU31,40,Mike Lowrey,Tough-talking detective who's ready for anything.,,
,CID_A_190_Athena_Commando_M_AlienAgent,38,Brainstorm,This one's a thinker.,,
,CID_A_191_Athena_Commando_M_AlienFlora,38,Bloom,Lush and lively Pluxarian Plantsassin.,,
,CID_A_192_Athena_Commando_F_Suspenders,38,Joy,She's ready to roll.,,
,CID_A_193_Athena_Commando_M_Dragonfruit_7N3A3,45,Shang-Chi,Master of Kung Fu.,,
,CID_A_194_Athena_Commando_F_AngelDark,37,D'Ark,Open your heart to victory.,,
,CID_A_195_Athena_Commando_M_Crisis,34,Trespasser Elite,Infiltrate. Dominate. Terminate.,,
,CID_A_196_Athena_Commando_F_FNCSGreen,37,Major Glory,"Celebrate the competition, savor the victory.",,
,CID_A_197_Athena_Commando_M_Clash,33,Carnage,He's gonna paint the town red.,,
,CID_A_198_Athena_Commando_M_CerealBox,37,Fabio Sparklemane,The official mascot of Unicorn Flakes.,,
,CID_A_199_Athena_Commando_M_SpaceChimp,38,J.B. Chimpanski,It was all fun and spacewalks... Until they left him behind.,,
,CID_A_200_Athena_Commando_F_GhostHunter,39,Torin,A hunter prepared for every dimension.,,
,CID_A_201_Athena_Commando_M_TeriyakiFishToon,44,Toona Fish,Greyscale guppy. Aspiring rainbowfish. ,,
,CID_A_202_Athena_Commando_F_Division,36,Kor,Assassin for hire with some suspicious ties to the IO.,,
,CID_A_203_Athena_Commando_F_PunkKoi,35,Charlotte,"Your typical transforming, monster-slaying teen with a possessed sword.  ",,
